1	4470.98997466361	0.054059640208806	0.054059640208806
2	792.32095340281	6.41245732529272	6.46651696550152
3	6332.55956445359	32.7034232054581	39.1699401709596
4	8090.80326779336	4.80181394990738	43.971754120867
5	10734.658231757	7.34182904287728	51.3135831637443
6	5002.06122769921	5.00885600093053	56.3224391646748
7	739.795835800438	3.79180101714068	60.1142401818155
8	5666.72022483405	38.2008018132011	98.3150419950165
9	6207.23674756064	16.0525909146779	114.367632909694
10	23814.4812538546	4.56127673164681	118.928909641341
11	13107.3056406629	39.7171935562107	158.646103197552
12	7489.42391742386	9.27005498367999	167.916158181232
13	8012.11531076305	15.6020116436784	183.51816982491
14	28273.5541420132	7.3867760312596	190.90494585617
15	32249.6692135513	11.9500162517018	202.854962107872
16	10471.8010863962	29.8675226845768	232.722484792449
17	24401.1084500442	13.3867531738185	246.109237966267
18	25022.1382031134	40.4122273659839	286.521465332251
19	11810.1059402457	0.608035259436335	287.129500591687
20	23374.951734349	43.3800110185996	330.509511610287
21	20587.8958681371	37.7301804403456	368.239692050632
22	18319.8108225159	55.6909925860658	423.930684636698
23	57803.1157686122	38.9212434461496	462.851928082848
24	40603.7291359974	22.11013180608	484.962059888928
25	39665.8837684112	66.0081867555817	550.97024664451
26	60945.5073454367	79.2716929862738	630.241939630783
27	47718.2212679592	62.9959623163636	693.237901947147
28	54133.0731806555	68.8710511544535	762.1089531016
29	87447.0541715959	74.8064163113624	836.915369412963
30	91933.2576000374	110.317849413788	947.233218826751
31	107601.88882746	147.541553413796	1094.77477224055
32	136701.547751064	112.538130764509	1207.31290300506
33	142021.831861219	125.424680181567	1332.73758318662
34	153415.396483087	155.916253121005	1488.65383630763
35	162239.245142772	179.116638147528	1667.77047445516
36	169991.811818086	200.943754743625	1868.71422919878
37	208281.619100156	210.886826132879	2079.60105533166
38	213456.214132394	238.986261121951	2318.58731645361
39	229255.360364799	277.09470910519	2595.6820255588
40	221691.739419692	318.69574252614	2914.37776808494
41	250746.485370961	316.013061566807	3230.39082965175
42	260629.135586517	337.684870166642	3568.07569981839
43	263175.139210829	346.41712109575	3914.49282091414
44	252068.366011439	343.742988236595	4258.23580915074
45	241290.561523221	393.292290751942	4651.52809990268
