1	6266.62293843222	9.43234927221853	9.43234927221853
2	70038.6600058897	16.5960909377743	26.0284402099928
3	23346.2351662527	7.67217618564929	33.7006163956421
4	8838.0946874939	9.78778677295572	43.4884031685978
5	7517.17978086309	1.83800495015469	45.3264081187525
6	71929.0005664144	130.745320533683	176.071728652435
7	18244.6599080598	26.5562643545963	202.627993007031
8	33545.0964365499	0.292535515952501	202.920528522984
9	3829.60601333567	29.9273843981542	232.847912921138
10	87514.328924049	74.9378166418295	307.785729562968
11	29018.182768279	94.388497349158	402.174226912126
12	41524.8723014147	74.201568549771	476.375795461897
13	53273.3905645151	57.9765792722834	534.35237473418
14	27099.8637824349	22.922327284425	557.274702018605
15	110816.667847958	121.111015894355	678.38571791296
16	95905.7399315075	126.650109199309	805.035827112269
17	111761.443740837	65.5651782779422	870.601005390211
18	175518.628192522	117.067228392674	987.668233782886
19	159270.815748325	188.86765474907	1176.53588853196
20	243328.243753249	257.076467297542	1433.6123558295
21	324000.595299534	218.026343824848	1651.63869965435
22	316619.621849866	343.252127498396	1994.89082715274
23	347336.789452242	361.264303055191	2356.15513020793
24	490451.739688858	454.018739506748	2810.17386971468
25	572240.756460559	538.712383085985	3348.88625280067
26	604543.858521521	599.3583348954	3948.24458769607
27	683164.914508567	746.628549739221	4694.87313743529
28	762464.34903928	761.287700834645	5456.16083826993
29	807788.679761762	841.882920569898	6298.04375883983
30	867080.699566405	937.119192396758	7235.16295123659
31	905538.938787811	1178.76826036142	8413.93121159801
32	930987.904023307	1156.26180081383	9570.19301241184
33	953051.30594387	1281.942054954	10852.1350673658
34	897263.295842218	1415.42013119458	12267.5551985604
35	904957.204600757	1454.93001592074	13722.4852144812
36	927651.78980797	1436.59568424159	15159.0808987227
37	827456.165363992	1606.01652036522	16765.097419088
38	747615.958732214	1601.80570893843	18366.9031280264
39	748497.378138592	1632.64665587673	19999.5497839031
40	671121.959138321	1660.00952135946	21659.5593052626
41	571337.147461187	1565.81554286353	23225.3748481261
42	533714.622804889	1557.80347347689	24783.178321603
43	499000.463634092	1446.12164390509	26229.2999655081
44	472561.07035726	1482.67146162902	27711.9714271371
45	413251.421938694	1261.97365361746	28973.9450807546
46	415911.654397739	1378.01796259175	30351.9630433463
47	404409.208872445	1231.40851717681	31583.3715605231
48	337654.530868911	1202.41162835387	32785.783188877
49	313309.533324255	1135.92611595923	33921.7093048362
50	318623.962369394	1053.14266725493	34974.8519720911
51	284152.830848068	987.512989322342	35962.3649614135
52	221144.203116596	1030.12195071017	36992.4869121237
53	209501.820781047	869.112667027398	37861.5995791511
54	205738.183084073	867.173453957774	38728.7730331088
55	183557.221743859	787.394952129117	39516.1679852379
56	160353.694783382	763.217820202463	40279.3858054404
